TIME,A,Bb,B,C,C#,D,Eb,E,F,F#,G,Ab
192.2986667,1.00955,2.36121,0,0.383984,0.0317245,0.0540035,2.15703,0.184904,0.0595496,0.100589,0.258413,0.123114
192.3413333,1.14656,1.35961,0.0816362,1.11257,0.0267971,0.113887,1.9369,0.0382586,0.184696,0.00293076,0.239702,0.544692
192.384,1.14463,0.831767,0.483388,1.35364,0.0224061,0.0377509,1.92877,0.00430531,0.267589,0.000922132,0.17127,0.639453
192.4266667,0.940394,1.47924,0.0181285,0.814211,0.0154687,0.0565084,2.12363,0.0144821,0.658323,0.0614347,0,0.000605143
192.4693333,1.261,1.53378,0.0284878,0.0917387,0.0290586,0.466994,2.31146,0.0364112,1.08777,0.00305972,0.0450249,5.81E-06
192.512,1.6629,0.897888,0.0840176,0.0476709,0.152312,0.556404,1.96829,0.131955,0.942638,0.0468864,0.110597,0.000249162
192.5546667,1.55595,0.594767,0.102297,0.0188107,0.137096,0.330994,1.73876,0.39621,0.897251,0.0947114,0.117621,0.450421
192.5973333,1.30421,0.519826,0.150963,0.468281,0.0982098,0.0577996,2.0054,0.272421,0.586263,0.187542,0.268707,1.3875
192.64,0.917306,0.463642,0.114278,0.996062,0.0170689,0.0559935,1.93744,0.052167,0.177616,0.272284,0.279919,2.42265
192.6826667,0.304481,0.503018,0.0560784,1.1454,0.0166058,0.0293338,1.4585,0.178985,0.177229,0.129883,0.280466,3.70369
192.7253333,0.11363,0.526786,0.0788266,1.23617,0.057624,0.0165804,1.38415,0,0.223934,0.0959136,0.257894,3.96219
192.768,0.000468694,0.57231,0.111136,1.19032,0.040667,0.00524398,1.36567,0.0524557,0.241408,0.11196,0.300303,3.91447
192.8106667,0.0429289,0.49396,0.109661,1.02717,0.0189853,0.00295102,1.35322,0.167909,0.340418,0.204336,0.0985414,3.88426
192.8533333,0.000216867,0.512593,0.0905126,0.928269,0.272371,0,1.32226,0.112166,0.40688,0.280147,0,3.89279
192.896,0.000168643,0.550165,0.0583958,0.98051,0.0889904,0,1.31924,0.00116066,0.1971,0.221332,0,3.98523
192.9386667,0.000178935,0.593027,0.0145699,0.904192,0.248699,0,1.38327,0,0.407355,0.0809691,0,3.90929
192.9813333,0.000363885,0.575799,0.0277627,0.931783,0.284088,0.000824298,1.56768,0,0.413731,0.117965,0,3.84226
193.024,0.000586073,0.530687,0.0660139,0.77231,0.136133,0.00843582,1.77948,0,0.478667,0.180626,0,3.76725
193.0666667,0.000407018,0.491674,0.029179,0.583812,0.141765,0.0146285,1.77174,0.0410931,0.610087,0.214277,0.115634,3.77538
193.1093333,0.000358037,0.495481,0.0320749,0.651699,0.171189,0.0191361,1.8138,0.048515,0.637422,0.115958,0.0821678,3.80981
193.152,0.000317441,0.475201,0.000423502,0.760273,0.0970586,0.00706836,1.72793,0.0749134,0.504423,0.105842,0.000595159,3.76875
193.1946667,0.000262326,0.34875,0.000284527,0.871671,0.0273328,0.0290466,1.49862,0.0426963,0.464649,0.142932,0.0138181,3.58199
193.2373333,0.00025085,0.329705,0.000531204,0.899156,0.0411924,0.00933525,1.54489,0.0160048,0.4187,0.176177,0.164409,3.53562
193.28,0.033322,0.529891,0.00283397,0.608367,0.0960993,0.0142056,1.58064,0.0444611,0.492824,0.226774,0.269321,3.5641
193.3226667,0.00713537,0.513685,0.0198422,0.408443,0.185881,0.0196435,1.44174,0.180053,0.682085,0.285496,0.26584,3.43644
193.3653333,0,0.563575,0.0242083,0.843956,0.0497693,0.0305839,1.62226,0.30354,0.625939,0.936471,0.0449978,3.1068
193.408,0.032793,0.582831,0.0204613,1.39786,0.0598975,0.0157945,1.87397,0.299164,0.478452,2.48152,0.070631,1.21299
193.4506667,0.0467488,0.549018,0.229827,1.734,0.0368021,0.0169201,1.80167,0.103977,0.211371,3.38724,0.00018104,0.248417
193.4933333,0.0213829,0.411203,0.413507,1.74767,0.110927,0.0278818,1.76565,0.00192708,0.133031,3.83831,8.58E-05,0.000413926
193.536,0.000351747,0.456584,0.292619,1.58998,0.278518,0.188488,1.44086,0,0.00692162,4.09533,0,0.030351
193.5786667,0.000427326,0.637111,0.253926,0.932499,0.352252,0.214067,1.26073,0.0575509,0,4.18248,0.346619,0.000419954
193.6213333,0.00040367,0.782333,0.258894,0.203706,0.363582,0.0756272,1.08789,0.0584107,0,4.17887,0.582091,0.000493711
193.664,0.00106452,0.76662,0.140534,0.212612,0.44666,0.106935,0.899339,0.00318374,0,4.23349,0.467224,0.000522869
193.7066667,0.0577417,0.773135,0.100422,0.516751,0.508135,0.115411,0.832974,0.00614239,0.022916,4.3064,0.00253239,0.123516
193.7493333,0.046837,0.637998,0.148996,0.586404,0.593529,0.280436,0.721048,0.00790399,0.417601,4.27768,0.00283981,0.188654
193.792,0.0651919,0.834011,0.0140391,0.155053,0.664459,0.954272,0.579248,0.178147,0.476182,4.11095,0.379098,0.254892
193.8346667,0.0655821,0.907391,0,0,0.603334,1.29546,0.45391,0.337893,0.111612,3.78754,0.610078,0.156692
193.8773333,0.050624,0.836928,0,0,0.609443,1.31478,0.635514,0.25006,0.0580931,3.61412,0.646862,0.000284324
193.92,0.0526642,1.05829,0,0.0595852,0.655437,1.02752,1.03765,0.00178369,0.0503765,3.57506,0.563981,0.000390572
193.9626667,0.0275215,1.52097,0.0896763,0.164974,0.700432,0.69531,1.1354,0.00419223,0.0389948,3.52871,0.425035,0.000583568
194.0053333,0,1.69178,0.1936,0.154441,0.88464,0.521396,0.942583,0.00666409,0.0372351,3.43842,0.179135,0.0157218
194.048,0,1.75893,0.00488477,0.175873,0.640616,0.362211,0.570739,0.177661,0.0470651,3.59293,0.0134923,0.320256
194.0906667,0,1.74455,0.0577311,0.701749,0.370515,0.671167,0.260349,0.191309,0.0571346,3.52447,0.00699138,0.493048
194.1333333,5.00E-05,1.65785,0.0328194,0.683189,0.753249,0.565539,0.738729,0.0692379,0.0430887,3.48977,0.0158751,0.321497
194.176,5.56E-05,1.86464,0.00182639,0.36162,1.13559,0.342143,0.809244,0.00160649,0.0341569,3.44268,0.0200213,0.149144
194.2186667,0.0106189,1.84203,0.00595256,0.000182242,1.32615,0.479082,0.904253,0.000559632,0.0670971,3.27011,0.0212455,0.234386
194.2613333,0.000266971,1.58251,0.00931676,0,1.19626,0.950382,0.886911,0,0.0298195,2.94357,0.0316049,0.456642
194.304,0.000424594,1.49195,0.0022362,0.271037,0.945239,1.10951,0.793032,0,0.0746246,2.22188,0.195057,0.77528
194.3466667,0.000423388,1.49063,0.000573217,0.356728,0.773194,1.16663,0.989985,0.0151046,0.394093,1.25383,0.193297,1.03883
194.3893333,0.00016305,1.38153,0.00155567,0.176165,0.524769,1.19067,1.21334,0.00950849,0.333586,1.27598,0.226265,1.34187
194.432,0.000342206,1.33199,0.0131269,0.0930498,0.314248,1.68942,1.29218,0.0117091,0.0665035,1.17914,0.830381,1.50962
194.4746667,0.0210241,1.55093,0.00137137,0.117986,0.384733,1.6445,1.52065,0.0113754,0.0389127,0.406819,1.69271,1.17798
194.5173333,0.000102156,1.72838,0.0021247,0.140311,0.513721,1.43775,1.81941,0.128412,0.0548303,0.353298,1.93499,0.593212
194.56,0.000103337,1.42091,0.0265581,0.00697978,0.604299,1.27345,1.82335,0.245183,0.535746,0.367321,1.37359,0.853358
194.6026667,0.00028978,1.08491,0.0646094,0,0.49496,1.2276,1.83438,0.244782,0.656231,1.07471,0.192069,1.10388
194.6453333,0.000336786,1.07361,0.136346,0,0.4936,1.42109,1.90777,0,0.129918,1.65552,0.0227806,1.15589
194.688,0.000330843,1.0401,0.0162075,0.0175857,0.398502,0.959625,2.44399,0,0.0340284,1.77033,0.0132918,1.10632
194.7306667,0.0139639,0.996992,0.00160774,0,0.273211,0.290474,3.20294,0,0.0505437,1.54069,0.00596432,1.09539
194.7733333,0.0977967,1.00638,0.0596696,0,0.309837,0.272391,3.67206,0,0.0557826,0.860439,0.0263318,1.02374
194.816,0.047927,0.857012,0.227547,0,0.482672,0.383909,3.86552,0,0.04633,0.490864,0.0354743,1.22825
194.8586667,0.000153778,0.732919,0.382124,0,0.452773,0.527779,3.817,0,0.0414665,0.447483,0.0247756,1.49672
194.9013333,4.13E-05,0.741434,0.352919,0,0.492798,0.457718,3.86548,0,0.046683,0.46016,0.0714533,1.51181
194.944,0,0.729333,0.101045,0,0.529498,0.29657,3.82735,0,0.0594383,0.529501,0.0215325,1.5277
194.9866667,0.252887,0.58162,0.365491,0,0.625983,0.199163,3.4778,0.00190658,0.0628979,0.468339,0.0265644,1.45477
195.0293333,0.665539,0.781079,0.269318,0,0.551644,0.0324603,3.18886,0.0023852,0.0571564,0.481964,0.0353912,1.42814
195.072,0.726445,1.09912,0.0224745,0.000431172,0.763624,0.0222309,3.02099,0,0.0576658,0.601202,0.0344241,1.10587
195.1146667,0.664555,1.50639,0.0269359,0,0.885794,0.0943441,2.49275,0,0.0620361,0.788649,0.0357775,0.950853
195.1573333,0.522181,1.6517,0.109417,0.135676,1.16448,0.0419876,1.9751,0,0.063932,1.11192,0.0385966,0.893721
195.2,0.0448619,1.83474,1.2588,0.421983,0.870824,0.0496637,1.90665,0,0.0438431,0.926802,0.56219,1.05651
195.2426667,0.161089,1.92479,1.32587,0.287218,0.758996,0.0428819,1.88738,0,0.0309667,0.744067,0.585327,1.01997
195.2853333,0.128637,1.91718,1.20909,0.0907869,0.578861,0.0353193,1.8101,0.00872747,0.139551,0.497176,0.698749,0.931638
195.328,0.135408,0.884944,0.810586,0.0789176,0.57729,0.0486555,2.50655,0.013356,0.497571,0.540025,0.586977,1.16419
195.3706667,0.290253,0.267562,0.397155,0.19805,0.600294,0.0593363,2.71101,0.0243638,0.521005,0.653048,0.267516,1.52814
195.4133333,0.275537,0.000727846,0.190704,0.335544,0.568928,0.042772,2.5436,0.00499482,0.594903,0.606706,0.679731,2.09018
195.456,0.330385,0,0.0927742,0.327862,0.691582,0.0270202,2.41997,0.121678,0.579768,0.416779,0.99267,2.11445
195.4986667,0.348865,0,0.144104,0.0272629,0.671689,0.0693331,2.3164,0.400075,0.584253,0.733273,1.09466,1.88302
195.5413333,0.91487,0.884713,0.548841,0.193594,0.608742,0.120782,0.753561,0.217546,0.189598,1.0685,0.593055,0.672263
195.584,1.80476,0.887086,0.176894,0.142637,0.299475,0.162579,0.489725,0.150269,0.216006,1.02187,0.358227,0.000235453
195.6266667,2.03477,0.830834,0,0.0217501,0.128526,0.23306,0.309524,0.242246,0.224607,1.93041,0.348735,0.000301049
195.6693333,1.66706,1.48919,0,0,0.0807983,0.35218,0.310582,0.188727,0.23709,2.07241,0.359854,0.000476023
195.712,1.03545,2.39101,0,0,0.0300914,0.408747,0.415277,0.15102,0.35624,2.00991,0.22655,0.00045682
195.7546667,0.608725,3.03333,0.126728,0,0,0.461057,0.695115,0.25743,0.389871,1.90378,0.000463757,0.000355963
195.7973333,0.707915,2.94845,0.165689,0.00446627,0,0.309968,0.891133,0.339952,0.499353,1.71025,0,0.000326734
195.84,1.12116,2.10723,0,0.00516179,0.015287,0.327273,0.520743,0.348057,0.498062,1.64991,0.000645721,0.000245746
195.8826667,1.06846,1.49622,0,0.0204928,0.262741,0.472192,0.316283,0.126835,0.256154,1.62798,0.00154761,0.100974
195.9253333,0.725434,0.884809,0,0.0271859,0.399589,0.704848,0.14197,0.0474449,0.0337961,1.59829,0.000616575,1.5005
195.968,0.230987,0.541162,0,0.0211314,0.423406,0.738837,0.138919,0.120648,0.194716,1.54164,0,2.53234
196.0106667,0,0.532819,0,0,0.31817,0.76281,0.130213,0.360157,0.579244,1.24551,0,3.13842
196.0533333,0,0.62884,0.00328768,0,0.134165,1.0697,0.132637,0.227608,0.790621,1.03744,0,3.29161
196.096,0.0983161,0.626956,0,0.0598481,0.0624129,1.12328,0.247876,0.0694431,0.940069,0.817502,0,3.42355
196.1386667,0,0.747404,0.00652197,0.174452,0,1.1806,0.413661,0.0560284,1.32353,0.666963,0,3.57018
196.1813333,0,0.786514,0.0083567,0.358826,0.0731901,0.999576,0.737922,0.0766735,1.54574,0.436319,0,3.50811
196.224,0,1.01216,0,0.387768,0.0951656,0.767728,0.739709,0.0908962,1.23115,0.218806,0.00014321,3.30262
196.2666667,0,1.21979,0,0.382731,0.136992,0.612291,0.591589,0.399455,0.796658,0.0365398,0.0407164,3.01536
196.3093333,0,1.37367,0.0289564,0.226725,0.208155,0.495901,0.839141,0.891857,0.91116,0,0.0582134,2.31297
196.352,1.26925,1.06758,0.266665,0.624697,0.197117,0.18191,1.30771,0.403158,1.20486,0.308559,0.000327777,1.09707
196.3946667,1.35549,0.848755,0.578524,0.814861,0.137614,0.0360524,1.35767,0.0741832,1.53345,0.308154,0.0925187,1.07597
196.4373333,1.25074,0.907154,0.2721,0.595788,0.22917,0.0399394,1.41733,0.321941,1.69234,0.0660153,0.28528,1.27784
196.48,1.19531,0.827046,0.155817,0.625204,0.175221,0.0303447,1.73167,0.32874,1.48708,0,0.27388,1.88865
196.5226667,0.917546,0.789935,0.00242196,0.433622,0.0799355,0.0281944,1.4586,0.142375,1.31098,0.00493112,0,2.85422
196.5653333,0.0640102,0.762331,0,0.33212,0.401963,0.0259032,0.95657,0.205573,1.30634,0.0698821,0,3.30141
196.608,0,0.868266,0,0.446707,0.369377,0.0278266,1.20507,0.0962488,1.2043,0.117751,3.95E-05,3.63646
196.6506667,0,0.864003,0,0.359312,0.0301744,0.0374072,1.59426,0.0485124,1.14597,0.101169,0.321217,3.4782
196.6933333,0,0.800879,0,0.2018,0.0155468,0.022324,1.71034,0.0494073,1.02477,0.10101,0.959309,2.70603
196.736,0,0.704193,0.030486,0.0794294,0,0.0203637,1.80163,0.0502932,0.731859,0.519508,1.65645,1.69545
196.7786667,0.000933879,0.593221,0.210408,0.0920443,0,0.0408164,1.90045,0.0437896,0.0131762,1.82271,1.40846,0.65823
196.8213333,0.0745092,0.616557,0.334067,0,0.163028,0.0666146,2.00481,0.044124,0.00249209,2.48398,0.930383,0.219344
196.864,0.0352031,1.12152,0.329022,0.202675,0.271678,0.144007,1.65504,0.0344185,0.0282291,2.99285,0.587959,0.188156
196.9066667,0,1.24996,0.139468,0.344791,0.446495,0.157284,1.39197,0.0396871,0.187771,3.5803,0.0489964,0.144899
196.9493333,0.0580093,1.13469,0.0991232,0.288539,0.506966,0.180822,1.24002,0.114999,0.00627195,3.65797,0.0375488,0.0147304
196.992,0.118908,0.802873,0.113981,0.261494,0.283003,0.185292,1.26616,0.516833,0.00625309,3.60907,0,0
197.0346667,0.186935,0.743012,0.103965,0.384085,0.231596,0.485664,1.32316,0.727151,0.0241843,3.10567,0,0
197.0773333,0.224201,0.752146,0.219839,0.171749,0.192745,0.811859,1.39186,0.827384,0.448137,2.42804,0,0
197.12,0.0855033,0.862417,0.191585,0,0.162968,0.985707,1.22316,0.710468,1.37112,1.39293,0.000638756,0
197.1626667,0,1.19241,0,0.26818,0,0.970001,0.796747,0.736704,1.00569,0.752559,0.761321,0
197.2053333,0,1.68097,0,0.519856,0.0410064,0.758648,0.843822,0.632382,0.79793,1.34176,1.04401,0
197.248,0,1.72273,0.000247282,0.190217,0.304054,0.706483,0.622953,0.475965,0.637018,2.17194,0.859697,0
197.2906667,0,1.52099,0,0.100385,0.338798,0.646828,0.231351,0.26368,0.58225,2.90062,0.384053,0
197.3333333,0.0122872,1.31745,0,0.12869,0.623298,0.441368,0.185661,0.218227,0.563287,3.34923,0.165787,0
197.376,0.0764768,1.22917,0,0.087515,1.02824,0.15901,0.149244,0.251219,0.64365,3.53639,0.0782817,0
197.4186667,0.0177651,1.37204,0.0908574,0,1.15755,0.109503,0.132752,0.223184,0.31906,3.76003,0.0254922,0.00162771
197.4613333,0,1.45921,0.0166494,0,1.29784,0.0377538,0.163859,0.315136,0.506445,3.70519,0,0.025789
197.504,0.263467,1.36025,0.0556934,0.0570698,1.22975,0.0410392,0.236086,0.252179,0.685747,3.64044,0,0.0600619
197.5466667,0.0225065,1.40281,0.0085899,0,1.39992,0.0517149,0.170404,0.249203,0.771178,3.6901,0,0.0271799
197.5893333,0,1.3855,0.011067,0,1.49203,0.0381692,0.0889465,0.271982,0.808176,3.65477,0,0.0294223
197.632,0.0177983,1.11822,0.0139799,0,1.55984,0.046558,0.101233,0.280377,1.36465,2.89694,0,0.0212771
197.6746667,0.107389,0.972718,0.285304,0.0772015,1.93958,0.0283319,0.125072,0.212069,1.9218,1.67902,0.044312,0
197.7173333,0.126572,0.969143,0.402453,0.21443,1.87027,0.0268379,0.136989,0.222013,2.4573,0.833628,0.0676328,0
197.76,0.132237,1.04937,0.367328,0.233722,1.672,0.027988,0.11898,0.27129,2.76778,1.01148,0.0460668,6.84E-05
197.8026667,0.0998902,1.2342,0.172116,0.197551,1.5748,0.029473,0.120517,0.279198,2.73216,1.32794,0.00679909,0.000222468
197.8453333,0,1.71699,0.157558,0.152179,1.43873,0.0273414,0.210827,0.226426,2.28586,1.84967,0.00533493,0.111277
197.888,0.000562028,2.01917,0.0343451,0.265012,1.25538,0.0384083,0.235418,0.223179,1.56574,2.54264,0,0.294187
197.9306667,0.00608141,2.03528,0.043546,0.573665,0.772326,0.138377,0.222644,0.196985,1.42445,2.78403,0,0.588663
197.9733333,0,1.91263,0.0526547,0.629545,0.367244,0.160225,0.300482,0.187608,1.66087,2.72694,0,0.642293
198.016,0,1.79701,0.0528903,0.32879,0.235462,0.175888,0.404655,0.185845,2.00636,2.25191,0,0.410543
198.0586667,0.192377,1.50153,0.0317599,0.287623,0.939058,0.540447,0.633833,0.139137,2.15164,1.5579,0.00115178,0.108308
198.1013333,0.0671209,1.19877,0.00857531,0.280948,1.86724,0.755755,0.627961,0.145091,1.8478,0.859789,0.0023367,0.0530197
198.144,0.089721,0.768945,0,0.22693,1.38651,0.908701,0.431456,0.126921,1.34962,1.2185,0.00178617,0.0653479
198.1866667,0.0275804,0.608422,0,0.200576,0.891264,1.12036,0.48418,0.0331772,0.899971,1.92413,0.0161581,0.0201829
198.2293333,0,0.605458,0.00603843,0.0783271,0.711487,1.37459,0.577537,0.0251292,0.683516,1.90532,0.0140475,0.146789
198.272,5.18E-05,0.656168,0.01244,0.0886362,0.478252,1.61228,0.598701,0.0167217,0.53649,1.79784,0.00664093,0.518617
198.3146667,0,0.946752,0.0161783,0.0593073,0.314245,1.79665,0.648365,0.0267267,0.626517,1.88931,0,0.662642
198.3573333,4.21E-05,1.04771,0.0260059,0.0766095,0.329449,1.7595,0.684584,0.037196,0.887189,2.29647,0.0060367,0.698983
198.4,0.000343775,0.993434,0.00897623,0.0193237,0.485731,1.51253,0.659325,0.0279346,0.940818,2.88812,0.00542543,0.581582
198.4426667,0.000579631,0.857697,0.0931813,0.0216475,0.681038,1.12241,0.878429,0.0112267,0.853911,3.23588,0.0159175,0.385929
198.4853333,0.000609055,0.726285,0.0432666,0.0652315,0.501339,0.999047,1.23279,0.00560374,0.869291,3.19006,0.0175621,0.046252
198.528,0.115064,0.581603,0.0885546,0.225618,0.432053,0.911415,1.42482,0,0.968042,1.93103,0.535313,0
198.5706667,0.00031104,0.686499,0,0.2827,0.438468,0.851129,1.17025,0,1.08448,1.10183,1.00131,0.8387
198.6133333,0.00045787,0.788852,0.118977,0.168836,0.334727,0.941006,1.23271,0.0102446,0.879999,1.37596,0.802977,1.24548
198.656,0.000402858,0.732005,0.257929,0.145624,0.294215,0.932635,1.2384,0.00496193,0.733204,1.53091,0.344755,1.46907
198.6986667,0.00029292,0.663092,0.28089,0.306992,0.436997,1.19754,1.13486,0.000487765,0.634364,1.80234,0.0854861,1.60347
198.7413333,6.07E-05,0.778505,0.219351,0.264535,0.418821,1.47122,0.910224,0.00110381,0.486891,2.39846,0.00285766,1.2273
198.784,0,0.895961,0.20335,0,0.389133,1.56749,0.831431,0.0029844,0.718611,2.71063,0,0.826068
198.8266667,0,0.937027,0.160856,0,0.397888,1.66189,0.810514,0.0543668,0.834998,2.92126,0,0.367033
198.8693333,5.50E-05,0.902012,0.591764,0,0.468811,1.65909,0.582129,0.323633,0.854147,2.95891,0.0227017,0.325539
198.912,0,0.940688,0.35079,0.00113947,0.549513,1.43665,0.483815,0.65381,1.02626,2.71398,0.32334,0.428735
198.9546667,0,0.77069,0.308487,0.00476557,0.249467,1.35411,0.647037,0.457342,1.28142,1.44743,0.515045,0.459594
198.9973333,0.0881766,0.972453,0.347053,0.11595,0.31525,1.07027,0.922092,0.167827,0.879139,0.6812,0.677381,0.0235499
199.04,0.159914,0.909554,0.475344,0.0816311,0.159623,0.931061,0.990832,0.0103987,0.713626,1.11045,0.600631,0.270363
199.0826667,0.154525,0.89976,0.128946,0.0688591,0.0232914,0.727271,1.4287,0.104036,0.586229,1.43274,0.441411,0.214663
199.1253333,0.0670415,0.968701,0,0.424048,0.0518368,0.515107,1.90735,0.107594,0.50172,1.24907,0.392897,0.0897224
199.168,0.0922452,1.12789,0.0429748,0.746671,0.0539368,0.413449,1.99541,0.0973756,0.438929,1.37169,0.28398,0.0861294
199.2106667,0.0882363,1.24424,0.163968,0.928387,0.0662024,0.228306,1.8859,0.0827404,0.403914,1.44289,0.137504,0.0627439
199.2533333,0.0351529,1.12344,0.138761,0.744286,0.112453,0.116893,1.95339,0.051194,1.07617,1.42336,0,0
199.296,0.00963353,1.28246,0.10865,0.57736,0.120259,0.102456,1.96937,0.0337714,1.20146,1.41247,0,0
199.3386667,0.0247382,1.34166,0.0164819,0.706671,0.0753236,0.291827,1.96476,0.0420444,1.21682,1.56388,0,0
199.3813333,0.000270491,1.01406,0.22087,1.04903,0.0217743,0.535276,1.6927,0.0102967,1.56677,1.0797,0.212277,0
199.424,0.000529048,1.02934,0.158322,0.991871,0.1861,0.509917,1.59999,0.0209809,1.84456,0.580642,0.355792,0.10758
199.4666667,0.000519466,0.957001,0.26719,1.10343,0.248846,0.289605,1.84728,0.0254856,1.44422,1.0322,0.388627,0.0457368
199.5093333,0.000331793,0.891033,0.272588,1.00329,0.145382,0.176417,1.84293,0.0959559,1.19809,1.0118,0.327508,0.24644
199.552,0.0174791,0.821213,0.238033,0.861353,0.0551661,0.40582,1.69873,0.0428933,1.18752,0.951217,0.362069,0.0667451
199.5946667,0.00829455,1.04637,0.220617,0.714528,0.145604,0.564192,1.55853,0.0637478,1.55188,0.582801,0.389978,0
199.6373333,0.0662138,1.29833,0.107767,0.31267,0.12554,0.5475,1.61771,0.103627,1.79168,0.605295,0.309207,0.110566
199.68,0.0981314,1.40297,0.289183,0.220496,0.213359,0.507677,1.72202,0.0752005,2.11511,0.876477,0.0016595,0
199.7226667,0.101848,1.28631,0.291527,0.458545,0.155485,0.273897,1.76116,0.0264031,2.55019,1.02837,0,0
199.7653333,0.368503,1.21443,0.151454,0.741214,0.11023,0.0260081,1.71996,0,2.50934,1.20748,0,0
199.808,0.708543,0.829083,0.281237,0.876469,0.0829507,0.06319,1.93704,0,1.75566,1.0238,0,0
199.8506667,0.79695,0.983643,0.332202,0.794961,0.0731193,0.115972,2.18095,0,1.18738,0.578507,0.184311,0.214762
199.8933333,0.869607,1.15026,0.415116,0.709032,0.0902011,0.0814499,2.30264,0.0125258,0.943295,0.541408,0.224028,0.256363
199.936,0.83246,0.80009,0.240047,0.838484,0.108837,0.0984815,2.43558,0.0226953,0.795981,0.832013,0.253222,0.170799
199.9786667,0.682692,0.38753,0.115238,0.927874,0.110104,0.185421,2.39694,0.108687,0.933483,0.980255,0.152653,0.0816503
200.0213333,0.477131,0.499804,0.00781456,0.875527,0.0955333,0.148037,1.92213,0.0771665,1.14384,0.714952,0.00332039,0.233686
200.064,0.352279,0.866469,0.00805963,0.795445,0.0543609,0.0102474,1.53696,0.0141646,1.34731,0.746864,0,0.693046
200.1066667,0.530015,0.991098,0.00476765,0.795843,0.0395011,0.00778896,1.57637,0.0290904,1.37193,1.03725,0,0.724602
200.1493333,0.767547,0.80767,0.00541756,0.812991,0.0432373,0.00807676,1.90269,0.0389382,1.31808,1.28166,0,0.447214
200.192,0.706516,0.633589,0.00596851,0.784413,0.0123655,0.00186895,2.27013,0.00634556,1.25247,1.42569,0,0.270149
200.2346667,0.281769,0.534923,0.0340066,0.598708,0,0.00234146,2.38949,0.00617666,1.31899,1.34208,0,0.122781
200.2773333,0.075603,0.65768,0.0902583,0.716778,0.0461313,0.0173523,2.66708,0,1.27539,0.832804,0.481123,0.0272605
200.32,0.000138753,0.888972,0.174443,1.18417,0.0228618,0.0273123,2.34141,0,0.813164,1.22347,0.259695,0.0317142
200.3626667,0.00031101,0.895569,0.187356,1.3754,0.0333367,0.0318929,2.29835,0,0.661695,1.15988,0.187032,0.107935
200.4053333,0.0455087,0.492705,0.136562,1.23265,0.0303072,0.0696257,2.4016,0.0844777,0.792801,1.07075,0.077137,0.066756
200.448,0.299622,0.563804,0.520277,0.753691,0.00846168,0,2.19,0.151315,1.17212,0.953253,0,0.224503
200.4906667,0.262633,0.633592,0.408899,0.583167,0.0488083,0.0429176,1.95518,0.176982,1.45039,1.09272,0,0.109038
200.5333333,0.108978,0.617603,0.178171,0.612557,0.0794361,0.111029,1.66712,0.0733739,1.54155,1.50244,0,0.0432773
200.576,0.0482857,0.597025,0.0250718,0.816332,0.0862026,0.21285,1.17606,0.0224253,1.4881,1.72596,0.00459375,0
200.6186667,0.439062,1.12479,0.000316066,0.767452,0.234236,0.67048,0.795115,0.116796,1.26989,1.51377,0.146212,0.142203
200.6613333,0.445128,1.10527,0.0167423,0.192583,0.916538,1.02135,0.989844,0.143361,1.19543,0.677926,0.451148,0.807318
200.704,0.145057,1.20255,0.00555359,0,1.05338,1.13299,1.10055,0.195688,0.678783,0.316096,0.50559,0.794552
200.7466667,0.00765159,1.10427,0,0.0698093,1.03894,1.24471,1.09064,0.172091,0.346226,0.485593,0.566618,0.637255
200.7893333,0,1.68511,0,0.43753,0.886279,1.43924,0.908186,0.0148024,0.062131,0.718888,0.554758,0.5316
200.832,0,1.85651,0.0524297,0.676577,0.658375,1.36292,0.842622,0,0.0509666,0.566928,0.412569,0.982489
200.8746667,0,1.9207,0.0333735,0.550187,0.715786,1.09685,0.748036,0,0.0514644,0.759812,0.00544785,1.20792
200.9173333,0,1.97649,0.0225267,0.110907,0.76362,1.29843,0.617797,0,0.205818,0.965677,0,1.05388
200.96,0,2.1818,0.00459231,0.0437042,0.85065,1.40943,0.654932,0,0.484445,0.779737,0,0.827315
201.0026667,0,2.30349,0.00245425,0.00139041,0.946518,1.4398,0.691019,0,0.571775,0.618677,0.00567097,0.597746
201.0453333,0.067812,2.10423,0.00122834,0,0.886355,1.25949,0.795971,0,0.644822,0.661639,0.0114289,0.481712
201.088,0.098719,1.9582,0.00210829,0.000190257,1.08966,0.952403,1.09259,0,0.281027,0.452569,0.00588724,0.558165
201.1306667,0.40718,1.67656,0.00227345,0.010975,1.13847,0.974918,1.44642,0,0.0735062,0.470548,0.299171,0.812918
201.1733333,0.621904,1.4712,0.00122689,0.0449806,0.782493,1.06799,1.56336,0,0.0537367,0.510465,0.450541,1.03406
201.216,0.586415,1.42767,0.00124618,0.0877865,0.636381,1.15373,1.55086,0.0791697,0.0530966,0.514698,0.403464,1.10412
201.2586667,0.368303,1.596,0.0021213,0.00245395,0.683607,1.51718,1.37804,0.026399,0.0536373,0.49331,0.283421,1.21103
201.3013333,9.08E-05,1.64596,0,0.314615,0.607816,1.53831,1.72924,0.0124834,0.0518692,0.396576,0.0198385,1.34197
201.344,0.000180068,1.59539,0.026808,0.656114,0.558193,1.16849,1.82074,0,0.20467,0.417767,0.0197558,1.33467
201.3866667,0.0124082,1.52522,0.051674,0.655237,0.730666,0.801488,1.84905,0.0205691,0.491423,0.467304,0.0211526,1.17642
